Bitcoin Diamond,https://coinmarketcap.com/currencies/bitcoin-diamond/,0.597200
MonaCoin,https://coinmarketcap.com/currencies/monacoin/,1.49
THETA,https://coinmarketcap.com/currencies/theta/,0.110541
Nano,https://coinmarketcap.com/currencies/nano/,0.696360
Holo,https://coinmarketcap.com/currencies/holo/,0.000559
Nexo,https://coinmarketcap.com/currencies/nexo/,0.153193
Nervos Network,https://coinmarketcap.com/currencies/nervos-network/,0.006275
DxChain Token,https://coinmarketcap.com/currencies/dxchain-token/,0.001630
Horizen,https://coinmarketcap.com/currencies/horizen/,9.03
DigixDAO,https://coinmarketcap.com/currencies/digixdao/,38.49
Bytom,https://coinmarketcap.com/currencies/bytom/,0.076530
Siacoin,https://coinmarketcap.com/currencies/siacoin/,0.001834
Steem,https://coinmarketcap.com/currencies/steem/,0.210015
Enjin Coin,https://coinmarketcap.com/currencies/enjin-coin/,0.090399
v.systems,https://coinmarketcap.com/currencies/v-systems/,0.036867
Bytecoin,https://coinmarketcap.com/currencies/bytecoin-bcn/,0.000387
DigiByte,https://coinmarketcap.com/currencies/digibyte/,0.005441
MCO,https://coinmarketcap.com/currencies/crypto-com/,4.43
BitTorrent,https://coinmarketcap.com/currencies/bittorrent/,0.000323
Komodo,https://coinmarketcap.com/currencies/komodo/,0.548978
HyperCash,https://coinmarketcap.com/currencies/hypercash/,1.45
Ren,https://coinmarketcap.com/currencies/ren/,0.072620
ABBC Coin,https://coinmarketcap.com/currencies/abbc-coin/,0.109795
Zilliqa,https://coinmarketcap.com/currencies/zilliqa/,0.006092
Matic Network,https://coinmarketcap.com/currencies/matic-network/,0.021632
Terra,https://coinmarketcap.com/currencies/terra-luna/,0.206648
BitShares,https://coinmarketcap.com/currencies/bitshares/,0.021486
Verge,https://coinmarketcap.com/currencies/verge/,0.003483
IOST,https://coinmarketcap.com/currencies/iostoken/,0.004582
Seele,https://coinmarketcap.com/currencies/seele/,0.078345
Loopring,https://coinmarketcap.com/currencies/loopring/,0.052355
Swipe,https://coinmarketcap.com/currencies/swipe/,0.835234
Aion,https://coinmarketcap.com/currencies/aion/,0.122526
Chiliz,https://coinmarketcap.com/currencies/chiliz/,0.010680
Energi,https://coinmarketcap.com/currencies/energi/,1.80
Ardor,https://coinmarketcap.com/currencies/ardor/,0.047345
Aeternity,https://coinmarketcap.com/currencies/aeternity/,0.155398
Status,https://coinmarketcap.com/currencies/status/,0.013123
Golem,https://coinmarketcap.com/currencies/golem-network-tokens/,0.046313
WAX,https://coinmarketcap.com/currencies/wax/,0.041791
Zcoin,https://coinmarketcap.com/currencies/zcoin/,4.45
Molecular Future,https://coinmarketcap.com/currencies/molecular-future/,0.500304
aelf,https://coinmarketcap.com/currencies/aelf/,0.074678
Blockstack,https://coinmarketcap.com/currencies/blockstack/,0.127111
iExec RLC,https://coinmarketcap.com/currencies/rlc/,0.491738
Aragon,https://coinmarketcap.com/currencies/aragon/,1.19
Yap Stone,https://coinmarketcap.com/currencies/yap-stone/,0.259534
Decentraland,https://coinmarketcap.com/currencies/decentraland/,0.036884
WaykiChain,https://coinmarketcap.com/currencies/waykichain/,0.199131
Pundi X,https://coinmarketcap.com/currencies/pundi-x/,0.000160
Power Ledger,https://coinmarketcap.com/currencies/power-ledger/,0.085885
Quant,https://coinmarketcap.com/currencies/quant/,3.04
MaidSafeCoin,https://coinmarketcap.com/currencies/maidsafecoin/,0.080266
STASIS EURO,https://coinmarketcap.com/currencies/stasis-euro/,1.12
RSK Infrastructure Framework,https://coinmarketcap.com/currencies/rsk-infrastructure-framework/,0.062596
Aave,https://coinmarketcap.com/currencies/aave/,0.027257
Stratis,https://coinmarketcap.com/currencies/stratis/,0.338599
Huobi Pool Token,https://coinmarketcap.com/currencies/huobi-pool-token/,0.006606
Elastos,https://coinmarketcap.com/currencies/elastos/,1.81
Crypterium,https://coinmarketcap.com/currencies/crpt/,0.316486
TomoChain,https://coinmarketcap.com/currencies/tomochain/,0.450253
Unibright,https://coinmarketcap.com/currencies/unibright/,0.205084
Gatechain Token,https://coinmarketcap.com/currencies/gatechain-token/,0.511050
Electroneum,https://coinmarketcap.com/currencies/electroneum/,0.002991
SOLVE,https://coinmarketcap.com/currencies/solve/,0.089186
Ripio Credit Network,https://coinmarketcap.com/currencies/ripio-credit-network/,0.057491
Beam,https://coinmarketcap.com/currencies/beam/,0.506359
GXChain,https://coinmarketcap.com/currencies/gxchain/,0.445003
Waltonchain,https://coinmarketcap.com/currencies/waltonchain/,0.390095
Grin,https://coinmarketcap.com/currencies/grin/,0.750782
Digitex Futures,https://coinmarketcap.com/currencies/digitex-futures/,0.033028
Project Pai,https://coinmarketcap.com/currencies/project-pai/,0.018265
TrueChain,https://coinmarketcap.com/currencies/truechain/,0.319548
Factom,https://coinmarketcap.com/currencies/factom/,2.80
BOSAGORA,https://coinmarketcap.com/currencies/bosagora/,0.089082
Orbs,https://coinmarketcap.com/currencies/orbs/,0.012165
Hyperion,https://coinmarketcap.com/currencies/hyperion/,0.078150
Celsius,https://coinmarketcap.com/currencies/celsius/,0.100264
Cortex,https://coinmarketcap.com/currencies/cortex/,0.093157
ReddCoin,https://coinmarketcap.com/currencies/reddcoin/,0.000806
Ark,https://coinmarketcap.com/currencies/ark/,0.195081
Aidos Kuneen,https://coinmarketcap.com/currencies/aidos-kuneen/,0.885330
Super Zero,https://coinmarketcap.com/currencies/super-zero/,0.090598
Wanchain,https://coinmarketcap.com/currencies/wanchain/,0.204526
Single Collateral DAI,https://coinmarketcap.com/currencies/single-collateral-dai/,1.01
MX Token,https://coinmarketcap.com/currencies/mx-token/,0.108635
Divi,https://coinmarketcap.com/currencies/divi/,0.013651
Wirex Token,https://coinmarketcap.com/currencies/wirex-token/,0.010721
Nebulas,https://coinmarketcap.com/currencies/nebulas-token/,0.391036
NULS,https://coinmarketcap.com/currencies/nuls/,0.236474
Fetch.ai,https://coinmarketcap.com/currencies/fetch/,0.029238
IoTeX,https://coinmarketcap.com/currencies/iotex/,0.003699
BHEX Token,https://coinmarketcap.com/currencies/bhex-token/,0.043586
Loom Network,https://coinmarketcap.com/currencies/loom-network/,0.020283
Ocean Protocol,https://coinmarketcap.com/currencies/ocean-protocol/,0.056040
Numeraire,https://coinmarketcap.com/currencies/numeraire/,8.42
Contentos,https://coinmarketcap.com/currencies/contentos/,0.016002
PIVX,https://coinmarketcap.com/currencies/pivx/,0.329539
Populous,https://coinmarketcap.com/currencies/populous/,0.349637
FunFair,https://coinmarketcap.com/currencies/funfair/,0.002827
Harmony,https://coinmarketcap.com/currencies/harmony/,0.003938
Einsteinium,https://coinmarketcap.com/currencies/einsteinium/,0.082276
Civic,https://coinmarketcap.com/currencies/civic/,0.026794
Ignis,https://coinmarketcap.com/currencies/ignis/,0.023527
ZEON,https://coinmarketcap.com/currencies/zeon/,0.000704
WINk,https://coinmarketcap.com/currencies/wink-tronbet/,0.000090
Metal,https://coinmarketcap.com/currencies/metal/,0.268704
Newton,https://coinmarketcap.com/currencies/newton/,0.000838
Tierion,https://coinmarketcap.com/currencies/tierion/,0.039910
Bancor,https://coinmarketcap.com/currencies/bancor/,0.247092
Storj,https://coinmarketcap.com/currencies/storj/,0.125713
Nash Exchange,https://coinmarketcap.com/currencies/nash-exchange/,0.726695
Bread,https://coinmarketcap.com/currencies/bread/,0.191548
STPT,https://coinmarketcap.com/currencies/stpt/,0.024596
Gnosis,https://coinmarketcap.com/currencies/gnosis-gno/,15.30
Lambda,https://coinmarketcap.com/currencies/lambda/,0.024945
QASH,https://coinmarketcap.com/currencies/qash/,0.045766
Reserve Rights,https://coinmarketcap.com/currencies/reserve-rights/,0.003776
BHPCoin,https://coinmarketcap.com/currencies/bhp-coin/,0.773833
Enigma,https://coinmarketcap.com/currencies/enigma/,0.207819
ILCoin,https://coinmarketcap.com/currencies/ilcoin/,0.036075
LTO Network,https://coinmarketcap.com/currencies/lto-network/,0.071008
SwissBorg,https://coinmarketcap.com/currencies/swissborg/,0.021684
Gas,https://coinmarketcap.com/currencies/gas/,1.46
Revain,https://coinmarketcap.com/currencies/revain/,0.030227
ZTCoin,https://coinmarketcap.com/currencies/ztcoin/,0.052310
XMax,https://coinmarketcap.com/currencies/xmax/,0.000815
Machine Xchange Coin,https://coinmarketcap.com/currencies/machine-xchange-coin/,0.005606
Dragon Coins,https://coinmarketcap.com/currencies/dragon-coins/,0.041267
Elrond,https://coinmarketcap.com/currencies/elrond/,0.001456
Metaverse ETP,https://coinmarketcap.com/currencies/metaverse/,0.181675
Syscoin,https://coinmarketcap.com/currencies/syscoin/,0.024194
Thunder Token,https://coinmarketcap.com/currencies/thunder-token/,0.004811
BORA,https://coinmarketcap.com/currencies/bora/,0.020768
Groestlcoin,https://coinmarketcap.com/currencies/groestlcoin/,0.186756
BitKan,https://coinmarketcap.com/currencies/bitkan/,0.002202
Vertcoin,https://coinmarketcap.com/currencies/vertcoin/,0.255509
BlockStamp,https://coinmarketcap.com/currencies/blockstamp/,0.520174
THORChain,https://coinmarketcap.com/currencies/thorchain/,0.094403
Origin Protocol,https://coinmarketcap.com/currencies/origin-protocol/,0.476809
Constellation,https://coinmarketcap.com/currencies/constellation/,0.013389
TTC,https://coinmarketcap.com/currencies/ttc/,0.033050
Dent,https://coinmarketcap.com/currencies/dent/,0.000168
Kleros,https://coinmarketcap.com/currencies/kleros/,0.028386
Loki,https://coinmarketcap.com/currencies/loki/,0.279766
Polymath,https://coinmarketcap.com/currencies/polymath-network/,0.026540
InnovativeBioresearchClassic,https://coinmarketcap.com/currencies/innovative-bioresearch-classic/,6.95e-10
Folgory Coin,https://coinmarketcap.com/currencies/folgory-coin/,38.86
TAGZ5,https://coinmarketcap.com/currencies/tagz5/,0.977862
MINDOL,https://coinmarketcap.com/currencies/mindol/,2.01
PlayFuel,https://coinmarketcap.com/currencies/playfuel/,0.489828
INO COIN,https://coinmarketcap.com/currencies/ino-coin/,1.30
Insight Chain,https://coinmarketcap.com/currencies/insight-chain/,0.650396
Metaverse Dualchain Network Architecture,https://coinmarketcap.com/currencies/metaverse-dualchain-network-architecture/,0.019710
Baer Chain,https://coinmarketcap.com/currencies/baer-chain/,1.12
PRIZM,https://coinmarketcap.com/currencies/prizm/,0.164252
ThoreCoin,https://coinmarketcap.com/currencies/thorecoin/,1566.16
ThoreNext,https://coinmarketcap.com/currencies/thorenext/,6.07
Mixin,https://coinmarketcap.com/currencies/mixin/,234.58
ETERNAL TOKEN,https://coinmarketcap.com/currencies/eternal-token/,1.12
Cryptonex,https://coinmarketcap.com/currencies/cryptonex/,1.81
inSure,https://coinmarketcap.com/currencies/insure/,0.028281
GlitzKoin,https://coinmarketcap.com/currencies/glitzkoin/,0.392052
Counos Coin,https://coinmarketcap.com/currencies/counos-coin/,5.16
botXcoin,https://coinmarketcap.com/currencies/botxcoin/,0.044408
Tap,https://coinmarketcap.com/currencies/tap/,0.129276
Centrality,https://coinmarketcap.com/currencies/centrality/,0.074362
GAPS,https://coinmarketcap.com/currencies/gaps/,5.85
Dimension Chain,https://coinmarketcap.com/currencies/dimension-chain/,0.234126
MineBee,https://coinmarketcap.com/currencies/minebee/,0.028091
Beldex,https://coinmarketcap.com/currencies/beldex/,0.051113
Storeum,https://coinmarketcap.com/currencies/storeum/,0.179275
Flexacoin,https://coinmarketcap.com/currencies/flexacoin/,0.001814
Breezecoin,https://coinmarketcap.com/currencies/breezecoin/,0.471213
QCash,https://coinmarketcap.com/currencies/qcash/,0.141277
Bitbook Gambling,https://coinmarketcap.com/currencies/bitbook-gambling/,0.112866
Bankera,https://coinmarketcap.com/currencies/bankera/,0.001602
Cryptoindex.com 100,https://coinmarketcap.com/currencies/cryptoindex-com-100/,0.617729
WhiteCoin,https://coinmarketcap.com/currencies/whitecoin/,0.147868
FABRK,https://coinmarketcap.com/currencies/fabrk/,0.007557
BitMax Token,https://coinmarketcap.com/currencies/bitmax-token/,0.054351
Joule,https://coinmarketcap.com/currencies/joule/,0.033597
BitForex Token,https://coinmarketcap.com/currencies/bitforex-token/,0.007630
1irstcoin,https://coinmarketcap.com/currencies/1irstcoin/,0.803103
BitcoinHD,https://coinmarketcap.com/currencies/bitcoinhd/,4.96
NEXT,https://coinmarketcap.com/currencies/next/,0.720814
Vitae,https://coinmarketcap.com/currencies/vitae/,1.48
BigONE Token,https://coinmarketcap.com/currencies/bigone-token/,0.003038
USDK,https://coinmarketcap.com/currencies/usdk/,1.00
Ecoreal Estate,https://coinmarketcap.com/currencies/ecoreal-estate/,0.134540
Buggyra Coin Zero,https://coinmarketcap.com/currencies/buggyra-coin-zero/,0.013674
Velas,https://coinmarketcap.com/currencies/velas/,0.020384
Qubitica,https://coinmarketcap.com/currencies/qubitica/,33.05
Tratin,https://coinmarketcap.com/currencies/tratin/,0.000224
Dynamic Trading Rights,https://coinmarketcap.com/currencies/dynamic-trading-rights/,0.016253
PLATINCOIN,https://coinmarketcap.com/currencies/platincoin/,4.72
Bitball Treasure,https://coinmarketcap.com/currencies/bitball-treasure/,48.87
HEX,https://coinmarketcap.com/currencies/hex/,0.000277
Bit-Z Token,https://coinmarketcap.com/currencies/bit-z-token/,0.168751
STEM CELL COIN,https://coinmarketcap.com/currencies/stem-cell-coin/,0.065302
Poseidon Network,https://coinmarketcap.com/currencies/poseidon-network/,0.009720
LATOKEN,https://coinmarketcap.com/currencies/latoken/,0.054417
AgaveCoin,https://coinmarketcap.com/currencies/agavecoin/,0.052838
WazirX,https://coinmarketcap.com/currencies/wazirx/,0.190090
CasinoCoin,https://coinmarketcap.com/currencies/casinocoin/,0.000507
CRYPTO20,https://coinmarketcap.com/currencies/c20/,0.493185
Bitcoin 2,https://coinmarketcap.com/currencies/bitcoin2/,1.14
Veritaseum,https://coinmarketcap.com/currencies/veritaseum/,8.77
MEXC Token,https://coinmarketcap.com/currencies/mexc-token/,0.020234
PAX Gold,https://coinmarketcap.com/currencies/pax-gold/,1642.02
Jewel,https://coinmarketcap.com/currencies/jewel/,0.325017
VestChain,https://coinmarketcap.com/currencies/vestchain/,0.002507
Envion,https://coinmarketcap.com/currencies/envion/,0.127754
BitBay,https://coinmarketcap.com/currencies/bitbay/,0.015968
Chimpion,https://coinmarketcap.com/currencies/chimpion/,0.503555
Orchid,https://coinmarketcap.com/currencies/orchid/,0.236859
Karatgold Coin,https://coinmarketcap.com/currencies/karatgold-coin/,0.003321
General Attention Currency,https://coinmarketcap.com/currencies/general-attention-currency/,1.51
LuckySevenToken,https://coinmarketcap.com/currencies/luckyseventoken/,0.230178
UNI COIN,https://coinmarketcap.com/currencies/uni-coin/,0.250525
Obyte,https://coinmarketcap.com/currencies/obyte/,19.68
WinCash,https://coinmarketcap.com/currencies/wincash/,9.50
Apollo Currency,https://coinmarketcap.com/currencies/apollo-currency/,0.000898
Ultiledger,https://coinmarketcap.com/currencies/ultiledger/,0.020855
BTU Protocol,https://coinmarketcap.com/currencies/btu-protocol/,0.181611
Function X,https://coinmarketcap.com/currencies/function-x/,0.069484
Nxt,https://coinmarketcap.com/currencies/nxt/,0.012557
CryptoVerificationCoin,https://coinmarketcap.com/currencies/cryptoverificationcoin/,21.50
Cred,https://coinmarketcap.com/currencies/libra-credit/,0.018631
IRISnet,https://coinmarketcap.com/currencies/irisnet/,0.020464
GreenPower,https://coinmarketcap.com/currencies/greenpower/,0.003794
Eidoo,https://coinmarketcap.com/currencies/eidoo/,0.170131
Unobtanium,https://coinmarketcap.com/currencies/unobtanium/,59.99
Ultra,https://coinmarketcap.com/currencies/ultra/,0.053111
MOAC,https://coinmarketcap.com/currencies/moac/,0.192030
Burst,https://coinmarketcap.com/currencies/burst/,0.005731
SingularityNET,https://coinmarketcap.com/currencies/singularitynet/,0.022007
apM Coin,https://coinmarketcap.com/currencies/apm-coin/,0.391717
B2BX,https://coinmarketcap.com/currencies/b2bx/,0.596877
ChronoCoin,https://coinmarketcap.com/currencies/chronocoin/,0.005185
NewYork Exchange,https://coinmarketcap.com/currencies/newyork-exchange/,3.51
Dentacoin,https://coinmarketcap.com/currencies/dentacoin/,0.000024
EDUCare,https://coinmarketcap.com/currencies/educare/,0.015639
Fantom,https://coinmarketcap.com/currencies/fantom/,0.006243
Blocknet,https://coinmarketcap.com/currencies/blocknet/,1.70
Perlin,https://coinmarketcap.com/currencies/perlin/,0.032817
Bibox Token,https://coinmarketcap.com/currencies/bibox-token/,0.109332
Nexus,https://coinmarketcap.com/currencies/nexus/,0.171320
Celer Network,https://coinmarketcap.com/currencies/celer-network/,0.003031
Dragonchain,https://coinmarketcap.com/currencies/dragonchain/,0.046295
Voyager Token,https://coinmarketcap.com/currencies/voyager-token/,0.049496
FIBOS,https://coinmarketcap.com/currencies/fibos/,0.010276
Monero Classic,https://coinmarketcap.com/currencies/monero-classic/,0.598643
Aurora,https://coinmarketcap.com/currencies/aurora/,0.001654
Telos,https://coinmarketcap.com/currencies/telos/,0.043163
Arcblock,https://coinmarketcap.com/currencies/arcblock/,0.107398
Emirex Token,https://coinmarketcap.com/currencies/emirex-token/,0.426442
ODEM,https://coinmarketcap.com/currencies/odem/,0.047947
Moeda Loyalty Points,https://coinmarketcap.com/currencies/moeda-loyalty-points/,0.524016
Cindicator,https://coinmarketcap.com/currencies/cindicator/,0.005413
Diamond Platform Token,https://coinmarketcap.com/currencies/diamond-platform-token/,5.90
Anchor,https://coinmarketcap.com/currencies/anchor/,0.788121
Cocos-BCX,https://coinmarketcap.com/currencies/cocos-bcx/,0.000415
IDEX,https://coinmarketcap.com/currencies/idex/,0.020148
Request,https://coinmarketcap.com/currencies/request/,0.012556
Theta Fuel,https://coinmarketcap.com/currencies/theta-fuel/,0.002561
Robotina,https://coinmarketcap.com/currencies/robotina/,0.032273
COTI,https://coinmarketcap.com/currencies/coti/,0.031045
GoChain,https://coinmarketcap.com/currencies/gochain/,0.010577
Spectre.ai Dividend Token,https://coinmarketcap.com/currencies/spectre-dividend/,0.116532
CyberMiles,https://coinmarketcap.com/currencies/cybermiles/,0.011827
MovieBloc,https://coinmarketcap.com/currencies/moviebloc/,0.001935
Maximine Coin,https://coinmarketcap.com/currencies/maximine-coin/,0.005651
IoT Chain,https://coinmarketcap.com/currencies/iot-chain/,0.105721
GoWithMi,https://coinmarketcap.com/currencies/gowithmi/,0.003378
Santiment Network Token,https://coinmarketcap.com/currencies/santiment/,0.145661
XeniosCoin,https://coinmarketcap.com/currencies/xenioscoin/,0.119855
Storm,https://coinmarketcap.com/currencies/storm/,0.001210
YOU COIN,https://coinmarketcap.com/currencies/you-coin/,0.019937
ZVCHAIN,https://coinmarketcap.com/currencies/zvchain/,0.020716
CryptoFranc,https://coinmarketcap.com/currencies/cryptofranc/,1.08
CONUN,https://coinmarketcap.com/currencies/conun/,0.003105
Everus,https://coinmarketcap.com/currencies/everus/,0.018939
Cosmo Coin,https://coinmarketcap.com/currencies/cosmo-coin/,0.013076
EDC Blockchain,https://coinmarketcap.com/currencies/edc-blockchain/,0.003284
Metadium,https://coinmarketcap.com/currencies/metadium/,0.007012
United Traders Token,https://coinmarketcap.com/currencies/uttoken/,0.232799
Everipedia,https://coinmarketcap.com/currencies/everipedia/,0.001151
Elitium,https://coinmarketcap.com/currencies/elitium/,0.876875
Neblio,https://coinmarketcap.com/currencies/neblio/,0.554544
QuarkChain,https://coinmarketcap.com/currencies/quarkchain/,0.003538
Safe,https://coinmarketcap.com/currencies/safe/,0.409795
Band Protocol,https://coinmarketcap.com/currencies/band-protocol/,0.473057
Mainframe,https://coinmarketcap.com/currencies/mainframe/,0.000948
Tael,https://coinmarketcap.com/currencies/tael/,0.111032
Streamr DATAcoin,https://coinmarketcap.com/currencies/streamr-datacoin/,0.012246
NKN,https://coinmarketcap.com/currencies/nkn/,0.017692
CoinEx Token,https://coinmarketcap.com/currencies/coinex-token/,0.012380
Davinci Coin,https://coinmarketcap.com/currencies/davinci-coin/,0.002221
MediBloc,https://coinmarketcap.com/currencies/medibloc/,0.003278
Lightning Bitcoin,https://coinmarketcap.com/currencies/lightning-bitcoin/,2.08
LINKA,https://coinmarketcap.com/currencies/linka/,0.011563
Aergo,https://coinmarketcap.com/currencies/aergo/,0.030202
DMarket,https://coinmarketcap.com/currencies/dmarket/,0.139860
Sport and Leisure,https://coinmarketcap.com/currencies/sport-and-leisure/,0.011670
MicroBitcoin,https://coinmarketcap.com/currencies/microbitcoin/,0.000041
The Force Protocol,https://coinmarketcap.com/currencies/the-force-protocol/,0.025033
Ankr,https://coinmarketcap.com/currencies/ankr/,0.001945
Wixlar,https://coinmarketcap.com/currencies/wixlar/,0.003246
eosDAC,https://coinmarketcap.com/currencies/eosdac/,0.011726
Electronic Energy Coin,https://coinmarketcap.com/currencies/electronic-energy-coin/,0.017782
Aencoin,https://coinmarketcap.com/currencies/aencoin/,0.028756
Skycoin,https://coinmarketcap.com/currencies/skycoin/,0.451614
Dusk Network,https://coinmarketcap.com/currencies/dusk-network/,0.033616
BnkToTheFuture,https://coinmarketcap.com/currencies/bnktothefuture/,0.010483
Clipper Coin,https://coinmarketcap.com/currencies/clipper-coin/,0.002562
PressOne,https://coinmarketcap.com/currencies/pressone/,0.026500
Rakon,https://coinmarketcap.com/currencies/rakon/,0.093601
Acute Angle Cloud,https://coinmarketcap.com/currencies/acute-angle-cloud/,0.029308
Atlas Protocol,https://coinmarketcap.com/currencies/atlas-protocol/,0.002839
Egoras Dollar,https://coinmarketcap.com/currencies/egoras-dollar/,0.960594
Moss Coin,https://coinmarketcap.com/currencies/moss-coin/,0.021613
Wrapped Bitcoin,https://coinmarketcap.com/currencies/wrapped-bitcoin/,8067.30
Carry,https://coinmarketcap.com/currencies/carry/,0.001833
Quantum Resistant Ledger,https://coinmarketcap.com/currencies/quantum-resistant-ledger/,0.100556
OTOCASH,https://coinmarketcap.com/currencies/otocash/,0.332091
Zano,https://coinmarketcap.com/currencies/zano/,0.705274
OST,https://coinmarketcap.com/currencies/ost/,0.009560
Credits,https://coinmarketcap.com/currencies/credits/,0.037720
doc.com Token,https://coinmarketcap.com/currencies/doc-com-token/,0.009270
AdEx,https://coinmarketcap.com/currencies/adx-net/,0.079475
VIDY,https://coinmarketcap.com/currencies/vidy/,0.001091
Namecoin,https://coinmarketcap.com/currencies/namecoin/,0.451881
Hxro,https://coinmarketcap.com/currencies/hxro/,0.070483
Polybius,https://coinmarketcap.com/currencies/polybius/,1.65
VITE,https://coinmarketcap.com/currencies/vite/,0.014005
UnlimitedIP,https://coinmarketcap.com/currencies/unlimitedip/,0.005272
Aladdin,https://coinmarketcap.com/currencies/aladdin/,0.000150
ARPA Chain,https://coinmarketcap.com/currencies/arpa-chain/,0.009798
SmartMesh,https://coinmarketcap.com/currencies/smartmesh/,0.004729
RChain,https://coinmarketcap.com/currencies/rchain/,0.016936
DigitalBits,https://coinmarketcap.com/currencies/digitalbits/,0.019032
T.OS,https://coinmarketcap.com/currencies/t-os/,0.007419
XinFin Network,https://coinmarketcap.com/currencies/xinfin-network/,0.001084
Gifto,https://coinmarketcap.com/currencies/gifto/,0.009559
Digix Gold Token,https://coinmarketcap.com/currencies/digix-gold-token/,52.61
NavCoin,https://coinmarketcap.com/currencies/nav-coin/,0.091212
Contents Protocol,https://coinmarketcap.com/currencies/contents-protocol/,0.001933
All Sports,https://coinmarketcap.com/currencies/all-sports/,0.004096
PlayCoin [ERC20],https://coinmarketcap.com/currencies/playcoin-erc20/,0.006199
Tellor,https://coinmarketcap.com/currencies/tellor/,6.36
Telcoin,https://coinmarketcap.com/currencies/telcoin/,0.000129
GNY,https://coinmarketcap.com/currencies/gny/,0.031662
SALT,https://coinmarketcap.com/currencies/salt/,0.075822
Travala.com,https://coinmarketcap.com/currencies/travala/,0.171080
Kin,https://coinmarketcap.com/currencies/kin/,0.000005
S4FE,https://coinmarketcap.com/currencies/s4fe/,0.022261
Dero,https://coinmarketcap.com/currencies/dero/,0.622718
Quantstamp,https://coinmarketcap.com/currencies/quantstamp/,0.009609
Raiden Network Token,https://coinmarketcap.com/currencies/raiden-network-token/,0.116687
Steem Dollars,https://coinmarketcap.com/currencies/steem-dollars/,0.829700
Hydro,https://coinmarketcap.com/currencies/hydrogen/,0.000549
Quark,https://coinmarketcap.com/currencies/quark/,0.022420
